"","stock","species","broodyear","recruits","spawners"
"3539","Kitwanga","Sockeye",2014,1434.38909111779,13699
"3552","Kwinageese","Sockeye",1982,25286.453321,20000
"3553","Kwinageese","Sockeye",1983,4793.3752734,2000
"3554","Kwinageese","Sockeye",1984,8124.3273064,6000
"3555","Kwinageese","Sockeye",1985,96137.48386604,15000
"3556","Kwinageese","Sockeye",1986,10167.94763752,25000
"3557","Kwinageese","Sockeye",1987,14769.04679114,7500
"3558","Kwinageese","Sockeye",1988,4788.5772473,2500
"3559","Kwinageese","Sockeye",1989,63009.10164964,15000
"3560","Kwinageese","Sockeye",1990,2308.02891859,14000
"3561","Kwinageese","Sockeye",1991,8518.86167316,2000
"3562","Kwinageese","Sockeye",1992,8709.87166136,5000
"3563","Kwinageese","Sockeye",1993,51967.8461853,12000
"3564","Kwinageese","Sockeye",1994,10678.22137644,2375
"3565","Kwinageese","Sockeye",1995,40231.3389532,1125
"3566","Kwinageese","Sockeye",1996,2146.38584810641,1000
"3579","Kwinageese","Sockeye",2009,1331.45892415368,107
"3581","Kwinageese","Sockeye",2011,24267.5163660595,10273
"3582","Kwinageese","Sockeye",2012,21921.3759731927,3688
"3583","Kwinageese","Sockeye",2013,6304.20185685558,397
"3603","Lakelse","Sockeye",1960,90601.1786019374,11341.30447
"3604","Lakelse","Sockeye",1961,66560.5453857323,14869.7103
"3605","Lakelse","Sockeye",1962,41744.2937843905,17322.15419
"3606","Lakelse","Sockeye",1963,33241.7620557053,19910.29007
"3607","Lakelse","Sockeye",1964,21384.6096948008,52389.26577
"3608","Lakelse","Sockeye",1965,14659.6449839555,87710.20863
"3609","Lakelse","Sockeye",1966,9735.43675779331,39848.6048
"3610","Lakelse","Sockeye",1967,7368.38515144634,29422.52588
"3611","Lakelse","Sockeye",1968,5611.8768392594,24917.67291
"3612","Lakelse","Sockeye",1969,6176.18468420248,14207.44508
"3613","Lakelse","Sockeye",1970,6634.60227258087,11365.95606
"3614","Lakelse","Sockeye",1971,7603.15395575278,6557.282344
"3615","Lakelse","Sockeye",1972,6823.77588514464,5792.26607
"3616","Lakelse","Sockeye",1973,12060.7447670923,3934.369406
"3617","Lakelse","Sockeye",1974,15075.2942984108,5245.825875
"3618","Lakelse","Sockeye",1975,29863.6789027464,5682.978031
"3619","Lakelse","Sockeye",1976,24878.2789766599,6557.282344
"3620","Lakelse","Sockeye",1977,32337.0590378239,5081.893817
"3621","Lakelse","Sockeye",1978,26490.3478111322,11803.10822
"3622","Lakelse","Sockeye",1979,14299.6410845273,12458.83645
"3623","Lakelse","Sockeye",1980,34547.0598483733,29420.34012
"3624","Lakelse","Sockeye",1981,21731.8786304718,15956.0537
"3625","Lakelse","Sockeye",1982,7464.76429552641,30091.36868
"3626","Lakelse","Sockeye",1983,11871.2127566282,19234.69488
"3627","Lakelse","Sockeye",1984,11042.4674242972,9508.059399
"3628","Lakelse","Sockeye",1985,5281.61583033261,36283.62897
"3629","Lakelse","Sockeye",1986,12925.037565477,8961.619203
"3630","Lakelse","Sockeye",1987,16455.5502938815,5300.469895
"3631","Lakelse","Sockeye",1988,18304.718936155,10437.00773
"3632","Lakelse","Sockeye",1989,8842.89825055325,7672.020342
"3633","Lakelse","Sockeye",1990,27830.9885906984,2688.485761
"3634","Lakelse","Sockeye",1991,35370.2309152315,13442.4288
"3635","Lakelse","Sockeye",1992,14891.0556314227,10382.36371
"3636","Lakelse","Sockeye",1993,6624.46754154501,13661.00488
"3637","Lakelse","Sockeye",1994,11086.7442883176,3114.709113
"3642","Lakelse","Sockeye",1999,5138.78960650048,9924.659013
"3644","Lakelse","Sockeye",2001,4969.03131277935,10953.08699
"3646","Lakelse","Sockeye",2003,7860.54304017288,2781.43729
"3647","Lakelse","Sockeye",2004,10279.0052008998,5164.440362
"3648","Lakelse","Sockeye",2005,19173.5428992603,8275.43795
"3649","Lakelse","Sockeye",2006,25738.467932727,2528.743058
"3650","Lakelse","Sockeye",2007,29806.3687760624,6121.206722
"3651","Lakelse","Sockeye",2008,29119.7837004055,7408.417551
"3652","Lakelse","Sockeye",2009,24031.8058470724,10298.63055
"3653","Lakelse","Sockeye",2010,27700.1325539743,20737.13599
"3654","Lakelse","Sockeye",2011,32658.5129485985,23795.99384
"3655","Lakelse","Sockeye",2012,19247.7809980496,27577.74378
"3656","Lakelse","Sockeye",2013,11798.7614739401,26445.76333
"3657","Lakelse","Sockeye",2014,15661.2023308639,20495.62188
"3670","Lower Nass Sea & River Type","Sockeye",1982,12216.4796919,2715.372046
"3671","Lower Nass Sea & River Type","Sockeye",1983,4384.1427971,5430.744093
"3672","Lower Nass Sea & River Type","Sockeye",1984,4721.23637865,15749.15787
"3673","Lower Nass Sea & River Type","Sockeye",1985,6409.560093728,16292.23228
"3674","Lower Nass Sea & River Type","Sockeye",1986,4373.469420342,2715.372046
"3675","Lower Nass Sea & River Type","Sockeye",1987,2601.494897155,2715.372046
"3676","Lower Nass Sea & River Type","Sockeye",1988,2014.768790133,2715.372046
"3677","Lower Nass Sea & River Type","Sockeye",1989,2345.545525609,3529.98366
"3678","Lower Nass Sea & River Type","Sockeye",1990,4897.468710304,1439.147185
"3679","Lower Nass Sea & River Type","Sockeye",1991,23472.64114866,1439.147185
"3680","Lower Nass Sea & River Type","Sockeye",1992,8617.49178216,814.6116139
"3681","Lower Nass Sea & River Type","Sockeye",1993,47408.09319019,1086.148819
"3682","Lower Nass Sea & River Type","Sockeye",1994,14065.45047309,7135.07511
"3683","Lower Nass Sea & River Type","Sockeye",1995,34989.13637824,4887.669684
"3684","Lower Nass Sea & River Type","Sockeye",1996,10360.92179955,3720.242628
"3685","Lower Nass Sea & River Type","Sockeye",1997,19866.88547261,15562.85834
"3686","Lower Nass Sea & River Type","Sockeye",1998,1524.795059732,10503.93639
"3687","Lower Nass Sea & River Type","Sockeye",1999,25120.354635138,8347.557914
"3688","Lower Nass Sea & River Type","Sockeye",2000,12676.04580659,2525.734697
"3689","Lower Nass Sea & River Type","Sockeye",2001,15813.62119753,5625.431765
"3690","Lower Nass Sea & River Type","Sockeye",2002,15819.03966517,904.2188915
"3691","Lower Nass Sea & River Type","Sockeye",2003,39954.629658,5897.788085
"3692","Lower Nass Sea & River Type","Sockeye",2004,23241.8303289,2310.781612
"3693","Lower Nass Sea & River Type","Sockeye",2005,36902.31284751,7111.55939
"3694","Lower Nass Sea & River Type","Sockeye",2006,18845.20249772,2823.986928
"3695","Lower Nass Sea & River Type","Sockeye",2007,63124.47638865,18309.75371
"3696","Lower Nass Sea & River Type","Sockeye",2008,45976.11621268,12262.62016
"3697","Lower Nass Sea & River Type","Sockeye",2009,72230.79023963,17625.47995
"3698","Lower Nass Sea & River Type","Sockeye",2010,16765.88098014,6897.044998
"3699","Lower Nass Sea & River Type","Sockeye",2011,120276.30052121,35138.41108
"3700","Lower Nass Sea & River Type","Sockeye",2012,58166.27813744,20041.33777
"3701","Lower Nass Sea & River Type","Sockeye",2013,18727.52327466,26779.22203
"3702","Lower Nass Sea & River Type","Sockeye",2014,33865.1726736,20345.02694
"3703","Lower Nass Sea & River Type","Sockeye",2015,118047.66981073,54927.00841
"3721","Mcdonell","Sockeye",1960,4455.36394844312,1500
"3722","Mcdonell","Sockeye",1961,9020.73343766655,1500
"3723","Mcdonell","Sockeye",1962,5832.3881737372,1000
"3724","Mcdonell","Sockeye",1963,4485.70421341094,1600
"3725","Mcdonell","Sockeye",1964,4383.37788919372,1000
"3726","Mcdonell","Sockeye",1965,3537.39989900251,6000
"3727","Mcdonell","Sockeye",1966,3629.23871692477,8000
"3728","Mcdonell","Sockeye",1967,2618.01434342294,400
"3729","Mcdonell","Sockeye",1968,3740.06830534575,5000
"3730","Mcdonell","Sockeye",1969,5205.39711871431,1944
"3731","Mcdonell","Sockeye",1970,2849.40749861225,3000
"3735","Mcdonell","Sockeye",1974,6505.23842082066,3600
"3736","Mcdonell","Sockeye",1975,2284.89462015519,200
"3738","Mcdonell","Sockeye",1977,3186.35587650601,1200
"3739","Mcdonell","Sockeye",1978,7096.04377502031,8000
"3740","Mcdonell","Sockeye",1979,5825.80446517913,2200
"3741","Mcdonell","Sockeye",1980,2235.96464962522,280
"3742","Mcdonell","Sockeye",1981,4892.86917566937,3000
"3743","Mcdonell","Sockeye",1982,7137.57005450971,2000
"3744","Mcdonell","Sockeye",1983,6940.52893286814,10000
"3748","Mcdonell","Sockeye",1987,9797.3265445949,6000
"3749","Mcdonell","Sockeye",1988,20797.8564621152,4000
"3763","Mcdonell","Sockeye",2002,6057.34829789406,7072
"3764","Mcdonell","Sockeye",2003,2761.14554260897,9106
"3765","Mcdonell","Sockeye",2004,2485.95235865654,6000.334821
"3766","Mcdonell","Sockeye",2005,3905.53751990431,5886.623673
"3767","Mcdonell","Sockeye",2006,4279.9483328808,5478.5225
"3768","Mcdonell","Sockeye",2007,4408.97043344635,3900.707525
"3769","Mcdonell","Sockeye",2008,4031.02208383681,326.6666667
"3770","Mcdonell","Sockeye",2009,4170.17778841475,3736.287202
"3771","Mcdonell","Sockeye",2010,9917.01943938609,3836.458333
"3772","Mcdonell","Sockeye",2011,12252.0411956986,3718.579893
"3773","Mcdonell","Sockeye",2012,9172.51077178059,3940
"3774","Mcdonell","Sockeye",2013,5643.11590966377,3320
"3775","Mcdonell","Sockeye",2014,4295.67209990554,4220
"3795","Meziadin","Sockeye",1982,312031.939257,250000
"3796","Meziadin","Sockeye",1983,360459.839442,170000
"3797","Meziadin","Sockeye",1984,152822.575867,140000
"3798","Meziadin","Sockeye",1985,284767.095199,288663
"3799","Meziadin","Sockeye",1986,511068.702722,115543
"3800","Meziadin","Sockeye",1987,1295792.44692,143989
"3801","Meziadin","Sockeye",1988,1707763.22097,116984
"3802","Meziadin","Sockeye",1989,888166.889144,50000
"3803","Meziadin","Sockeye",1990,473856.762286,120954
"3804","Meziadin","Sockeye",1991,1236211.372731,250000
"3805","Meziadin","Sockeye",1992,401191.146475,592118
"3806","Meziadin","Sockeye",1993,513246.121292,4e+05
"3807","Meziadin","Sockeye",1994,666975.728628,158010
"3808","Meziadin","Sockeye",1995,554674.565603,205853
"3809","Meziadin","Sockeye",1996,287521.8197,182082
"3810","Meziadin","Sockeye",1997,801465.504898,158687
"3811","Meziadin","Sockeye",1998,1164385.358318,163925
"3812","Meziadin","Sockeye",1999,684244.549035,180350
"3813","Meziadin","Sockeye",2000,593170.69054,137042
"3814","Meziadin","Sockeye",2001,431506.402481,116192
"3815","Meziadin","Sockeye",2002,377188.113397,332442
"3816","Meziadin","Sockeye",2003,242601.695657,196852
"3817","Meziadin","Sockeye",2004,383420.270742,140923
"3818","Meziadin","Sockeye",2005,283368.30777,142858
"3819","Meziadin","Sockeye",2006,329914.91631,146954
"3820","Meziadin","Sockeye",2007,377892.378389,104308
"3821","Meziadin","Sockeye",2008,314211.110743,150383
"3822","Meziadin","Sockeye",2009,389476.152548,168404
"3823","Meziadin","Sockeye",2010,279480.27891,159120
"3824","Meziadin","Sockeye",2011,340575.708471,167524
"3825","Meziadin","Sockeye",2012,143667.224762,144923
"3826","Meziadin","Sockeye",2013,125170.43959,170376
"3846","Morice","Sockeye",1960,22024.1516615542,4054.994312
"3847","Morice","Sockeye",1961,20497.4263291956,5792.849017
"3848","Morice","Sockeye",1962,14864.9383493688,3475.70941
"3849","Morice","Sockeye",1963,10248.3391209748,1158.569803
"3850","Morice","Sockeye",1964,12568.4071919384,5792.849017
"3851","Morice","Sockeye",1965,21793.8632549628,11585.69803
"3852","Morice","Sockeye",1966,17229.8491182347,6951.41882
"3853","Morice","Sockeye",1967,10422.4513970172,3939.137332
"3854","Morice","Sockeye",1968,8364.98690498385,3475.70941
"3855","Morice","Sockeye",1969,7942.34296972939,3823.280351
"3856","Morice","Sockeye",1970,1540.50466953464,10890.55615
"3857","Morice","Sockeye",1971,1437.75596490838,7646.560703
"3858","Morice","Sockeye",1972,3442.0415697065,4170.851292
"3859","Morice","Sockeye",1973,3596.78184731831,2317.139607
"3860","Morice","Sockeye",1974,3726.114309509,2780.567528
"3861","Morice","Sockeye",1975,3631.21518881628,521.3564115
"3862","Morice","Sockeye",1976,9505.25971916551,231.7139607
"3863","Morice","Sockeye",1977,19770.433961771,1390.283764
"3864","Morice","Sockeye",1978,21365.9597602751,1158.569803
"3865","Morice","Sockeye",1979,17434.0699455223,1621.997725
"3866","Morice","Sockeye",1980,13093.7438413696,926.8558427
"3867","Morice","Sockeye",1981,16830.9520923534,2317.139607
"3868","Morice","Sockeye",1982,14740.33079153,6951.41882
"3869","Morice","Sockeye",1983,12615.3435173263,9268.558427
"3870","Morice","Sockeye",1984,22044.3910867483,6951.41882
"3871","Morice","Sockeye",1985,41931.0656881789,4634.279214
"3872","Morice","Sockeye",1986,98186.4433408643,6951.41882
"3873","Morice","Sockeye",1987,85547.8695093011,9268.558427
"3877","Morice","Sockeye",1991,117622.938116772,46342.79214
"3878","Morice","Sockeye",1992,82560.9248704178,31281.38469
"3879","Morice","Sockeye",1993,23463.8264683931,25488.53568
"3881","Morice","Sockeye",1995,8849.4314627095,40549.94312
"3882","Morice","Sockeye",1996,8508.3192966434,47501.36194
"3883","Morice","Sockeye",1997,15706.475640412,27805.67528
"3884","Morice","Sockeye",1998,26295.6578763021,6951.41882
"3885","Morice","Sockeye",1999,19934.1058188291,17378.54705
"3886","Morice","Sockeye",2000,18104.1846996806,3475.70941
"3887","Morice","Sockeye",2001,36450.6877240364,4634.279214
"3888","Morice","Sockeye",2002,52300.6411823748,6481.913784
"3889","Morice","Sockeye",2003,31724.0225141145,21769.48923
"3890","Morice","Sockeye",2004,31314.9888773646,15616.27962
"3891","Morice","Sockeye",2005,17178.4271126923,11063.21466
"3892","Morice","Sockeye",2006,10336.6156641834,18314.25308
"3893","Morice","Sockeye",2007,9984.1544317796,45452.23814
"3894","Morice","Sockeye",2008,14643.3051013774,17410.12224
"3895","Morice","Sockeye",2009,26919.5534308356,30460.38945
"3896","Morice","Sockeye",2010,38596.5306080371,14360.34398
"3897","Morice","Sockeye",2011,34117.2547140916,7440.831807
"3898","Morice","Sockeye",2012,17841.4165852339,6908.360517
"3899","Morice","Sockeye",2013,25792.6550166971,9424.866378
"3936","Motase","Sockeye",1987,1034.82604478656,1500
"3937","Motase","Sockeye",1988,1135.12407307381,100
"3942","Motase","Sockeye",1993,793.202373958167,400
"3945","Motase","Sockeye",1996,1350.33177292033,100
"3946","Motase","Sockeye",1997,722.214038899568,220
"3947","Motase","Sockeye",1998,1783.15675281423,500
"3948","Motase","Sockeye",1999,1814.2818044037,666.4949698
"3949","Motase","Sockeye",2000,757.176711064705,725.7142857
"3950","Motase","Sockeye",2001,356.560314071735,457.1428571
"3951","Motase","Sockeye",2002,410.046616545631,171.4285714
"3952","Motase","Sockeye",2003,318.123698588282,2059.428571
"3953","Motase","Sockeye",2004,256.311138696466,497.7142857
"3954","Motase","Sockeye",2005,506.244650543458,268.7346939
"3955","Motase","Sockeye",2006,1035.32900174389,143.1948052
"3960","Motase","Sockeye",2011,710.617335615139,910.860119
"3963","Motase","Sockeye",2014,993.326935193889,608.7848933
"3976","Pinkut","Sockeye",1960,102070.82049123,33540.68182
"3977","Pinkut","Sockeye",1961,65587.43198078,58587.90885
"3978","Pinkut","Sockeye",1962,73471.76064141,37325.95245
"3979","Pinkut","Sockeye",1963,101098.66413372,63954.95098
"3980","Pinkut","Sockeye",1964,38772.70090053,119865.9221
"3981","Pinkut","Sockeye",1965,62720.8235523165,31037.05147
"3982","Pinkut","Sockeye",1966,69076.4788062162,21463
"3983","Pinkut","Sockeye",1967,147378.442525838,31742
"3984","Pinkut","Sockeye",1968,158704.258380309,22284
"3985","Pinkut","Sockeye",1969,341269.498873102,43526
"3986","Pinkut","Sockeye",1970,166736.119547623,28978
"3987","Pinkut","Sockeye",1971,242498.639128193,30443
"3988","Pinkut","Sockeye",1972,175207.395537826,73911
"3989","Pinkut","Sockeye",1973,191580.947012864,100183
"3990","Pinkut","Sockeye",1974,67182.9388119037,96197
"3991","Pinkut","Sockeye",1975,488984.025437293,97498.63687
"3992","Pinkut","Sockeye",1976,158851.694909142,50192
"3993","Pinkut","Sockeye",1977,1443273.65514076,89757
"3994","Pinkut","Sockeye",1978,340743.039534712,27964
"3995","Pinkut","Sockeye",1979,351140.909471412,135745
"3996","Pinkut","Sockeye",1980,1313288.89963785,57655
"3997","Pinkut","Sockeye",1981,748560.03389117,256141
"3998","Pinkut","Sockeye",1982,631919.945092743,122051.6162
"3999","Pinkut","Sockeye",1983,656860.35895708,112844.6413
"4000","Pinkut","Sockeye",1984,1200041.06488205,219484.2079
"4001","Pinkut","Sockeye",1985,460134.955149072,216567.6108
"4002","Pinkut","Sockeye",1986,845833.8786648,132930.3406
"4003","Pinkut","Sockeye",1987,513593.440209451,302165.9726
"4004","Pinkut","Sockeye",1988,1135848.19573537,173803.3538
"4005","Pinkut","Sockeye",1989,768843.727983908,106907.5697
"4006","Pinkut","Sockeye",1990,840527.387704144,127099.656
"4007","Pinkut","Sockeye",1991,1713270.409537,224976.0984
"4008","Pinkut","Sockeye",1992,2073561.2275372,198087.2925
"4009","Pinkut","Sockeye",1993,393302.911157473,251782.5651
"4010","Pinkut","Sockeye",1994,28566.8001957441,136482.421
"4011","Pinkut","Sockeye",1995,223010.017040535,243069.007
"4012","Pinkut","Sockeye",1996,1015724.08752894,210609.3275
"4013","Pinkut","Sockeye",1997,127261.283323269,120916.4976
"4014","Pinkut","Sockeye",1998,356723.940826366,62357
"4015","Pinkut","Sockeye",1999,117743.389762921,128989.3909
"4016","Pinkut","Sockeye",2000,216644.88371213,130236.4941
"4017","Pinkut","Sockeye",2001,247449.979976967,99115.74243
"4018","Pinkut","Sockeye",2002,814845.846229279,95248.95855
"4019","Pinkut","Sockeye",2003,127783.586952087,147068.1326
"4020","Pinkut","Sockeye",2004,514461.672403281,102159.9423
"4021","Pinkut","Sockeye",2005,115769.992708573,128931
"4022","Pinkut","Sockeye",2006,248518.204394501,174653.8622
"4023","Pinkut","Sockeye",2007,619541.935631179,170675.1421
"4024","Pinkut","Sockeye",2008,100295.782501475,139316.3535
"4025","Pinkut","Sockeye",2009,63417.9989214292,130985.5698
"4026","Pinkut","Sockeye",2010,386197.969384675,119148
"4027","Pinkut","Sockeye",2011,194366.427999229,151767.6622
"4028","Pinkut","Sockeye",2012,167989.390459653,110011.9483
"4029","Pinkut","Sockeye",2013,19290.2238092272,30151
"4030","Pinkut","Sockeye",2014,341133.462300441,78550.215
"4069","Slamgeesh","Sockeye",2000,439.18952654,949
"4070","Slamgeesh","Sockeye",2001,358.04568928,855
"4071","Slamgeesh","Sockeye",2002,578.13935274,398
"4072","Slamgeesh","Sockeye",2003,630.93934748,430
"4073","Slamgeesh","Sockeye",2004,254.6206971,293
"4074","Slamgeesh","Sockeye",2005,359.33424826,216
"4075","Slamgeesh","Sockeye",2006,1002.7962984,331
"4076","Slamgeesh","Sockeye",2007,1142.1848956,366
"4077","Slamgeesh","Sockeye",2008,1130.44710374,150
"4078","Slamgeesh","Sockeye",2009,209.37640982,161
"4079","Slamgeesh","Sockeye",2010,832.77615064,740
"4080","Slamgeesh","Sockeye",2011,1555.41071384,687
"4081","Slamgeesh","Sockeye",2012,469.9401366,940
"4082","Slamgeesh","Sockeye",2013,464.30545198,93
"4101","Sustut","Sockeye",1960,2666.5405873045,100
"4102","Sustut","Sockeye",1961,818.995494489899,500
